D000066891	Critical Care Outcomes	6	3
D000066908	Simulation Training	3	1
D000066928	Millets	9	1
D000066949	Biobehavioral Sciences	5	1
D000066970	Protein Corona	3	1
D000066988	Vegetarians	2	1
D000066989	Vegans	3	1
D000067	Accounts Payable and Receivable	5	1
D000067009	Youth Sports	5	1
D000067010	Literacy	4	2
D000067011	Severe Acute Malnutrition	4	1
D000067012	Banking, Personal	5	1
D000067013	Evidence-Based Facility Design	4	1
D000067029	Physical Appearance, Body	3	2
D000067030	Fruit and Vegetable Juices	3	2
D000067048	Ghee	5	5
D000067071	Hydraulic Fracking	6	1
D000067073	Psychological Trauma	4	1
D000067074	Peer Influence	5	1
D000067075	Vegetable Products	4	2
D000067088	Direct-to-Consumer Advertising	5	1
D000067108	Direct-To-Consumer Screening and Testing	3	2
D000067128	Extracellular Vesicles	4	1
D000067148	Fungal Viruses	2	1
D000067170	Telocytes	4	1
D000067190	Exoskeleton Device	2	1
D000067208	Shellfish Hypersensitivity	5	1
D000067248	Failure to Rescue, Health Care	5	6
D000067250	Psychiatric Rehabilitation	4	2
D000067251	Symptom Flare Up	5	1
D000067268	Isolated Heart Preparation	2	2
D000067269	Diet, Vegan	5	2
D000067289	Behavior Observation Techniques	3	2
D000067290	Behavior Rating Scale	3	1
D000067292	Alcohol Drinking in College	5	1
D000067329	Obesity, Metabolically Benign	5	4
D000067348	Whole Grains	5	4
D000067368	Transanal Endoscopic Surgery	5	4
D000067369	Transanal Endoscopic Microsurgery	3	5
D000067390	Cold Injury	2	1
D000067393	Personal Protective Equipment	3	2
D000067397	Nerve Agents	3	2
D000067398	War-Related Injuries	2	3
D000067399	Abnormal Involuntary Movement Scale	5	1
D000067401	Blood Alcohol Content	4	1
D000067404	Social Communication Disorder	4	1
D000067408	Legal Services	5	1
D000067448	Defamation	4	2
D000067449	Anger Management Therapy	4	1
D000067450	Psychology, Sports	4	1
D000067453	War Exposure	6	2
D000067454	Childhood-Onset Fluency Disorder	4	1
D000067455	No-Show Patients	3	5
D000067470	Cellular Reprogramming Techniques	3	3
D000067489	Metacognition	4	1
D000067490	Prescription Drug Overuse	5	1
D000067491	Near Miss, Healthcare	3	5
D000067492	RNAi Therapeutics	4	1
D000067493	Dynamic Light Scattering	4	1
D000067494	Time Out, Healthcare	3	2
D000067495	Healthcare Failure Mode and Effect Analysis	5	5
D000067496	Spirit Possession	4	1
D000067498	Crew Resource Management, Healthcare	3	1
D000067508	Computer Heuristics	5	1
D000067528	Ataxins	4	2
D000067531	Alarmins	2	1
D000067548	Dermal Fillers	4	1
D000067549	Action Spectrum	5	1
D000067551	Diplomacy	3	3
D000067552	Mutation Accumulation	4	1
D000067556	Internal Ribosome Entry Sites	6	3
D000067558	Biological Mimicry	3	1
D000067559	Specific Learning Disorder	4	1
D000067561	Potentially Inappropriate Medication List	3	2
D000067562	Late Onset Disorders	4	1
D000067563	Phakopsora pachyrhizi	4	1
D000067565	Farmers	3	1
D000067568	Culturally Appropriate Technology	3	1
D000067570	Social Learning	5	1
D000067571	Financial Statements	5	1
D000067572	Miners	3	1
D000067573	Chronopharmacokinetics	4	1
D000067575	Administrative Claims, Healthcare	5	1
D000067576	Child Health	3	1
D000067596	Interleukin-33	5	3
D000067616	S100A12 Protein	6	1
D000067617	Telopodes	4	2
D000067636	Drosophila simulans	12	1
D000067656	Optimism	3	1
D000067657	Pessimism	3	1
D000067696	Ataxin-1	5	2
D000067697	Adolescent Health	3	1
D000067698	Ataxin-2	5	4
D000067699	Ataxin-3	4	3
D000067716	Point-of-Care Testing	4	1
D000067719	Ataxin-7	5	2
D000067736	Ataxin-10	5	1
D000067756	Glucagon-Like Peptide Receptors	6	2
D000067757	Glucagon-Like Peptide-1 Receptor	7	2
D000067758	Glucagon-Like Peptide-2 Receptor	7	2
D000067759	Receptor for Advanced Glycation End Products	5	1
D000067776	RNA Recognition Motif Proteins	5	2
D000067777	ELAV-Like Protein 2	5	3
D000067778	ELAV-Like Protein 3	5	3
D000067779	ELAV-Like Protein 4	5	3
D000067780	ELAV-Like Protein 1	7	2
D000067796	Whey	4	4
D000067816	Whey Proteins	5	7
D000067836	Hoarding Disorder	4	1
D000067856	Poly(ADP-ribose) Polymerase Inhibitors	5	2
D000067877	Autism Spectrum Disorder	4	1
D000067878	CELF Proteins	6	2
D000067879	CELF1 Protein	7	2
D000067896	Industrial Development	3	2
D000067917	Cloud Computing	3	1
D000067936	Natural Resources	2	3
D000067940	Glycemic Load	5	3
D000067956	Adenylyl Cyclase Inhibitors	5	1
D000067996	RAW 264.7 Cells	4	2
D000068	Accreditation	4	2
D000068016	Clostridiales	3	1
D000068036	Graphic Novels	3	1
D000068037	South Sudan	5	1
D000068079	Motor Disorders	2	1
D000068097	Maternal Health	4	1
D000068098	Seed Bank	4	1
D000068099	Trauma and Stressor Related Disorders	2	1
D000068101	Maternal-Child Health Services	5	2
D000068103	Serine-Arginine Splicing Factors	6	2
D000068104	Infant Health	3	1
D000068105	Bipolar and Related Disorders	2	1
D000068116	Gender Dysphoria	3	1
D000068156	Formative Feedback	5	1
D000068180	Aripiprazole	4	2
D000068181	Prunus dulcis	12	1
D000068196	Albumin-Bound Paclitaxel	4	3
D000068216	Child Protective Services	4	2
D000068217	Social Workers	3	1
D000068218	Prunus africana	12	1
D000068219	Prunus armeniaca	12	1
D000068220	Prunus avium	12	1
D000068236	Refugium	3	2
D000068237	Distance Counseling	4	5
D000068238	Lubiprostone	6	1
D000068239	Prunus persica	12	1
D000068240	Data Anonymization	4	4
D000068241	Personally Identifiable Information	6	1
D000068242	Prunus domestica	12	1
D000068256	Darbepoetin alfa	6	1
D000068257	Efavirenz, Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination	3	5
D000068258	Bevacizumab	9	3
D000068276	Giraffes	9	1
D000068296	Risedronic Acid	4	2
D000068297	Fluticasone-Salmeterol Drug Combination	3	5
D000068298	Fluticasone	7	1
D000068299	Salmeterol Xinafoate	6	3
D000068316	Parks, Recreational	3	1
D000068336	Warfare and Armed Conflicts	4	1
D000068337	Armed Conflicts	5	1
D000068338	Everolimus	5	1
D000068342	Aspirin, Dipyridamole Drug Combination	3	3
D000068356	Self-Control	4	1
D000068357	Saline Waters	4	1
D000068376	Compassion Fatigue	5	4
D000068377	Plantaginaceae	9	1
D000068378	Lamiales	8	1
D000068397	Clinical Study	2	1
D000068436	Surgical Clearance	3	1
D000068437	Pemetrexed	5	3
D000068438	Brimonidine Tartrate	5	1
D000068456	Clinical Studies as Topic	4	3
D000068476	Beijing	3	2
D000068516	African Union	3	2
D000068536	Firmicutes	2	1
D000068538	Dutasteride	6	1
D000068543	Calceolariaceae	9	1
D000068556	Interferon beta-1a	7	3
D000068557	Olmesartan Medoxomil	5	2
D000068558	Amlodipine Besylate, Olmesartan Medoxomil Drug Combination	3	4
D000068576	Interferon beta-1b	7	3
D000068577	Nebivolol	5	4
D000068579	Celecoxib	4	3
D000068580	Varenicline	5	2
D000068581	Tadalafil	5	3
D000068582	Certolizumab Pegol	4	8
D000068597	Censorship, Research	4	3
D000068598	Data Accuracy	4	5
D000068599	Brimonidine Tartrate, Timolol Maleate Drug Combination	3	7
D000068600	Albuterol, Ipratropium Drug Combination	3	9
D000068601	Dual Use Research	4	1
D000068616	Professionalism	4	2
D000068617	Genetic Background	2	1
D000068618	Selective Breeding	3	2
D000068636	Legendary Creatures	6	1
D000068656	Mometasone Furoate	7	1
D000068676	Fallopia multiflora	10	1
D000068677	Sildenafil Citrate	4	4
D000068678	Emtricitabine, Rilpivirine, Tenofovir Drug Combination	3	6
D000068679	Emtricitabine	5	3
D000068696	Rilpivirine	3	2
D000068698	Tenofovir	4	2
D000068717	Glatiramer Acetate	3	1
D000068718	Rosuvastatin Calcium	4	4
D000068736	Duloxetine Hydrochloride	4	2
D000068737	Tolterodine Tartrate	6	5
D000068756	Valsartan	5	3
D000068757	Ononis	9	1
D000068758	Mometasone Furoate, Formoterol Fumarate Drug Combination	3	4
D000068759	Formoterol Fumarate	5	2
D000068760	Serotonin and Noradrenaline Reuptake Inhibitors	6	3
D000068776	Sleep Aids, Pharmaceutical	6	2
D000068796	Orexin Receptor Antagonists	5	4
D000068797	Orexins	4	2
D000068798	Hoodia	10	1
D000068799	Prasugrel Hydrochloride	4	3
D000068800	Etanercept	6	8
D000068801	Adapalene, Benzoyl Peroxide Drug Combination	3	5
D000068816	Adapalene	4	2
D000068817	Epoetin Alfa	6	4
D000068818	Cetuximab	9	3
D000068819	Hyssopus Plant	10	1
D000068836	Rivastigmine	6	1
D000068837	Parmeliaceae	4	2
D000068838	Amlodipine, Valsartan Drug Combination	3	5
D000068856	Eugenia	9	1
D000068857	Human Papillomavirus Recombinant Vaccine Quadrivalent, Types 6, 11, 16, 18	6	1
D000068858	Kombucha Tea	3	5
D000068876	Fingolimod Hydrochloride	5	3
D000068877	Imatinib Mesylate	4	5
D000068878	Trastuzumab	9	3
D000068879	Adalimumab	9	3
D000068880	Isophane Insulin, Human	8	4
D000068881	Animals, Exotic	4	1
D000068882	Paliperidone Palmitate	4	2
D000068884	Immunosenescence	3	2
D000068896	Canagliflozin	4	3
D000068897	Iridescence	3	1
D000068898	Raltegravir Potassium	5	1
D000068899	Sitagliptin Phosphate, Metformin Hydrochloride Drug Combination	3	4
D000068900	Sitagliptin Phosphate	4	2
D000068916	Spatial Regression	5	6
D000068936	Theranostic Nanomedicine	2	5
D000068937	Cosmeceuticals	2	2
D000068956	Prisoner Dilemma	3	1
D000068957	Games, Recreational	5	1
D000068958	Return to Sport	5	1
D000068959	Body Weight Maintenance	6	1
D000068977	Concierge Medicine	6	1
D000068997	Smartphone	7	1
D000068998	Humidifiers	2	2
D000069	Acculturation	5	2
D000069036	Insulin Glargine	7	2
D000069056	Lurasidone Hydrochloride	4	3
D000069057	Insulin Detemir	7	2
D000069058	Vardenafil Dihydrochloride	4	2
D000069059	Atorvastatin	4	2
D000069076	Fractures, Multiple	3	2
D000069077	Memory Consolidation	6	1
D000069078	Seroconversion	2	1
D000069079	Radiation Exposure	3	2
D000069098	Health Smart Cards	4	6
D000069177	Type I Secretion Systems	5	1
D000069178	Type II Secretion Systems	5	1
D000069196	Gastrointestinal Microbiome	3	3
D000069216	Contraceptive Prevalence Surveys	5	3
D000069236	Pericardial Fluid	4	3
D000069237	Arthrocentesis	4	4
D000069258	Thoracentesis	4	4
D000069259	Superficial Musculoaponeurotic System	3	2
D000069261	Podosomes	4	2
D000069262	Plantar Plate	4	7
D000069263	Fallopia	9	1
D000069278	Arterial Switch Operation	4	2
D000069279	Drug Resistant Epilepsy	5	1
D000069280	Electrocorticography	5	2
D000069281	Autoimmune Hypophysitis	3	3
D000069282	Canaliculitis	4	1
D000069283	Rituximab	9	3
D000069284	Protein Translocation Systems	3	1
D000069285	Infliximab	8	3
D000069286	Bortezomib	4	4
D000069287	Capecitabine	5	4
D000069289	Parasite Encystment	5	1
D000069290	Incisional Hernia	4	2
D000069292	Pyroptosis	4	1
D000069293	Plasmablastic Lymphoma	7	3
D000069294	Twin-Arginine-Translocation System	4	1
D000069295	Mammary Analogue Secretory Carcinoma	5	1
D000069296	Type III Secretion Systems	5	1
D000069316	Acne Conglobata	5	2
D000069319	Type IV Secretion Systems	5	1
D000069320	Type V Secretion Systems	5	1
D000069321	Mitochondrial Replacement Therapy	4	4
D000069322	Self Expandable Metallic Stents	4	1
D000069336	Neurovascular Coupling	5	1
D000069337	Fused Kidney	3	3
D000069338	Neuropathology	4	3
D000069339	Trachelectomy	5	1
D000069340	Deprescriptions	4	1
D000069341	Transitional Care	3	5
D000069342	Medical Overuse	4	2
D000069343	Bone-Implant Interface	3	3
D000069347	Erlotinib Hydrochloride	5	1
D000069348	Quetiapine Fumarate	5	2
D000069349	Linezolid	4	3
D000069350	Telerehabilitation	3	7
D000069356	Tympanocentesis	4	4
D000069376	Type VI Secretion Systems	5	1
D000069377	Type VII Secretion Systems	5	1
D000069396	Mitochondrial Ribosomes	8	2
D000069416	Intravital Microscopy	3	2
D000069436	Toxicological Phenomena	3	1
D000069437	Pharmacological Phenomena	3	1
D000069438	Ezetimibe	5	1
D000069439	Dasatinib	4	3
D000069442	Natalizumab	9	3
D000069443	Heptavalent Pneumococcal Conjugate Vaccine	7	1
D000069444	Omalizumab	8	6
D000069445	Atomoxetine Hydrochloride	4	1
D000069446	Atazanavir Sulfate	4	2
D000069447	Tiotropium Bromide	5	4
D000069448	Denosumab	9	3
D000069449	Cinacalcet	4	2
D000069450	Liraglutide	7	1
D000069451	Long Term Adverse Effects	3	1
D000069452	Pathogen-Associated Molecular Pattern Molecules	2	1
D000069453	Ultrasonic Waves	5	1
D000069454	Darunavir	4	4
D000069455	Palivizumab	9	3
D000069456	Silent Mutation	4	1
D000069457	Population Forecast	3	2
D000069458	Ranolazine	4	3
D000069459	Teas, Herbal	3	3
D000069460	Teas, Medicinal	3	2
D000069461	Bendamustine Hydrochloride	5	3
D000069462	Dimethyl Fumarate	6	1
D000069463	Olive Oil	4	5
D000069464	Solifenacin Succinate	4	2
D000069465	Febuxostat	4	2
D000069466	Red Meat	4	2
D000069467	Fecal Microbiota Transplantation	3	1
D000069468	Desvenlafaxine Succinate	5	4
D000069469	Medical-Surgical Nursing	4	2
D000069470	Venlafaxine Hydrochloride	5	4
D000069471	Neurosurgeons	5	2
D000069472	Colesevelam Hydrochloride	4	2
D000069473	Radiation Dose Hypofractionation	5	1
D000069474	Sofosbuvir	6	3
D000069475	Re-Irradiation	3	2
D000069476	Linagliptin	5	2
D000069478	Lisdexamfetamine Dimesylate	8	1
D000069479	Buprenorphine, Naloxone Drug Combination	3	9
D000069480	Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination	3	6
D000069497	Origin of Life	2	2
D000069499	Ezetimibe, Simvastatin Drug Combination	3	4
D000069501	Abiraterone Acetate	6	1
D000069502	Budesonide, Formoterol Fumarate Drug Combination	3	4
D000069503	Vilazodone Hydrochloride	4	3
D000069516	International Law	4	2
D000069520	Blog	3	3
D000069537	Adult Day Care Centers	2	2
D000069544	Infectious Encephalitis	4	2
D000069545	Elvitegravir, Cobicistat, Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination	3	9
D000069547	Cobicistat	4	3
D000069549	Ustekinumab	9	3
D000069550	Machine Learning	4	2
D000069551	Environmental Psychology	4	1
D000069552	Rivaroxaban	4	3
D000069553	Supervised Machine Learning	5	2
D000069555	Injection, Intratympanic	5	1
D000069557	Travoprost	6	3
D000069558	Unsupervised Machine Learning	5	2
D000069559	Loteprednol Etabonate	7	1
D000069576	Health Equity	4	2
D000069577	Morcellation	3	1
D000069578	Waterborne Diseases	4	1
D000069579	Ranibizumab	9	3
D000069580	Bimatoprost	3	4
D000069581	Exposure to Violence	5	1
D000069582	Eszopiclone	4	3
D000069583	Pregabalin	5	2
D000069584	Unilateral Breast Neoplasms	4	2
D000069585	Filgrastim	6	4
D000069586	Adult Survivors of Child Adverse Events	3	1
D000069590	Round Ligaments	3	2
D000069592	Round Ligament of Liver	3	3
D000069593	Round Ligament of Femur	4	6
D000069594	Abatacept	8	2
D000069597	Presenteeism	4	2
D000069599	Crop Production	3	1
D000069600	Plant Breeding	4	1
D000069601	Crop Protection	3	1
D000069602	Working Poor	2	1
D000069603	Sevelamer	4	1
D000069604	Dabigatran	4	2
D000069605	Olopatadine Hydrochloride	5	1
D000069616	Simeprevir	4	2
D000069636	Pedestrians	2	1
D000069756	Undocumented Immigrants	3	1
D000069796	Adipose Tissue, Beige	4	1
D000069797	Adipocytes, Beige	4	1
D000069816	SEC Translocation Channels	4	3
D000069836	Degloving Injuries	3	1
D000069856	Staghorn Calculi	6	7
D000069877	Struvite	3	3
D000069896	Transcription Activator-Like Effector Nucleases	5	2
D000069916	Endoscopic Mucosal Resection	5	4
D000069956	Chocolate	3	2
D000069976	Bacillus licheniformis	6	5
D000069977	Bacillus amyloliquefaciens	6	5
D000069978	Bifidobacterium longum	5	2
D000069979	Bacillus pumilus	6	5
D000069980	Lactobacillus paracasei	6	3
D000069981	Escherichia coli O104	9	2
D000069982	Bifidobacterium animalis	5	2
D000069983	Saccharomyces boulardii	5	2
D000069984	Bifidobacterium breve	5	2
D000069985	Bifidobacterium bifidum	5	2
D000069996	Lactobacillus salivarius	6	3
D000069997	Mastic Resin	5	1
D000069998	Lactobacillus gasseri	6	3
D000069999	Lactobacillus johnsonii	6	3
D000070	Acebutolol	6	3
D000070000	Bacillus coagulans	6	5
D000070001	Streptococcus salivarius	6	3
D000070002	Propionibacterium freudenreichii	7	2
D000070003	Lactobacillus crispatus	6	3
D000070004	Ocimum sanctum	11	1
D000070005	Bifidobacterium adolescentis	5	2
D000070006	Pediococcus pentosaceus	6	2
D000070007	Leuconostoc mesenteroides	6	2
D000070016	Pediococcus acidilactici	6	2
D000070017	Pediocins	5	2
D000070018	Lactobacillus pentosus	6	3
D000070019	Bacillus clausii	6	5
D000070036	Faecalibacterium	4	2
D000070037	Faecalibacterium prausnitzii	5	2
D000070057	Paenibacillus polymyxa	3	6
D000070058	Streptococcus iniae	6	3
D000070059	Paenibacillus larvae	5	5
D000070060	Bdellovibrio bacteriovorus	5	2
D000070076	Enterococcus hirae	6	2
D000070077	Bacteroides thetaiotaomicron	5	2
D000070079	Aeromonas veronii	6	1
D000070096	Pseudomonas chlororaphis	6	2
D000070097	Butyrivibrio fibrisolvens	5	1
D000070098	Bacillus firmus	6	5
D000070099	Streptococcus gallolyticus	6	3
D000070100	Informal Sector	3	1
D000070101	Megasphaera elsdenii	6	1
D000070116	Lotus	9	1
D000070136	Lipid Droplet Associated Proteins	4	1
D000070137	Perilipins	5	1
D000070156	Nogo Receptors	4	5
D000070177	Pogostemon	10	1
D000070197	Streptococcus gallolyticus subspecies gallolyticus	7	3
D000070216	Psacalium	9	1
D000070236	Bifidobacterium longum subspecies infantis	6	2
D000070256	Lactobacillus sakei	6	3
D000070257	Bifidobacterium pseudocatenulatum	5	2
D000070260	Teacher Training	3	1
D000070263	Sleep Hygiene	4	2
D000070276	Heart Rate Determination	4	2
D000070297	Orthodontic Friction	4	1
D000070316	Pediatric Emergency Medicine	4	2
D000070318	Strategic Planning	4	1
D000070319	Student Run Clinic	3	1
D000070337	Expropriation	3	1
D000070356	Pilots	3	1
D000070357	Asparagaceae	10	1
D000070376	Value-Based Health Insurance	4	2
D000070377	Anti-Vaccination Movement	2	1
D000070378	Amaryllidaceae	10	1
D000070379	Attentional Bias	5	1
D000070380	Xanthorrhoeaceae	10	1
D000070381	Asparagales	9	1
D000070396	Liliales	9	1
D000070416	Antagomirs	5	1
D000070436	Tannerella forsythia	3	1
D000070437	Colchicaceae	10	1
D000070456	Call Centers	4	1
D000070476	Hypoxidaceae	10	1
D000070496	Kinanthropometry	5	2
D000070497	Healthy Lifestyle	4	1
D000070516	Intersectoral Collaboration	2	1
D000070536	Independent Medical Evaluation	4	1
D000070538	C2 Domains	8	1
D000070539	Pleckstrin Homology Domains	8	1
D000070556	Melanthiaceae	10	1
D000070557	Immunoglobulin Domains	8	1
D000070558	Talipes	4	4
D000070559	Gizzard, Non-avian	2	1
D000070576	NLR Proteins	4	1
D000070579	Parkinson Disease Associated Proteins	3	1
D000070580	CYS2-HIS2 Zinc Fingers	9	1
D000070584	Tripartite Motif Proteins	3	1
D000070585	Cadherin Related Proteins	4	2
D000070586	Fiscal Policy	3	1
D000070587	Mental Navigation Tests	4	1
D000070589	Talipes Cavus	5	4
D000070590	Solute Carrier Proteins	5	2
D000070591	Metatarsal Valgus	3	1
D000070592	Metatarsus Varus	3	1
D000070593	Methyl CpG Binding Domain	8	1
D000070597	Coracoid Process	6	1
D000070598	Anterior Cruciate Ligament Injuries	4	1
D000070599	Shoulder Injuries	2	1
D000070600	Tibial Meniscus Injuries	3	1
D000070601	Diet, Carbohydrate Loading	4	2
D000070602	Rib Cage	4	1
D000070603	Coxa Magna	3	1
D000070604	Tarsal Coalition	4	6
D000070606	Aponeurosis	2	1
D000070607	Morton Neuroma	4	5
D000070614	Nucleus Pulposus	5	3
D000070616	Annulus Fibrosus	5	3
D000070617	Microtrauma, Physical	2	1
D000070621	Cystography	5	2
D000070624	Brain Contusion	4	4
D000070625	Brain Injuries, Diffuse	5	3
D000070627	Chronic Traumatic Encephalopathy	3	7
D000070628	Closed Fracture Reduction	4	1
D000070630	Diastasis, Muscle	3	2
D000070631	Diastasis, Bone	3	2
D000070632	Hamstring Tendons	3	1
D000070633	Hamstring Muscles	4	2
D000070634	Non-Neuronal Cholinergic System	3	3
D000070635	Punctal Plugs	3	1
D000070636	Rotator Cuff Injuries	3	3
D000070637	Collateral Ligament, Ulnar	5	3
D000070638	Ulnar Collateral Ligament Reconstruction	3	3
D000070639	Elbow Tendinopathy	4	2
D000070642	Brain Injuries, Traumatic	5	3
D000070656	Rotator Cuff Tear Arthropathy	4	2
D000070657	Crystal Arthropathies	3	1
D000070658	Vigna	9	1
D000070659	Patient Comfort	4	1
D000070660	Wolfiporia	6	1
D000070676	Enthesopathy	4	2
D000070677	Gentianales	8	1
D000070696	Buttermilk	4	8
D000070716	Kefir	4	8
D000070736	Koumiss	4	8
D000070777	School Teachers	4	1
D000070778	Perilipin-1	6	1
D000070779	Giant Cell Tumor of Tendon Sheath	4	3
D000070780	Perilipin-2	6	1
D000070796	Perilipin-3	6	1
D000070797	Perilipin-5	6	1
D000070798	Nogo Proteins	5	2
D000070799	Open Fracture Reduction	4	1
D000070816	Nogo Receptor 1	5	5
D000070817	Nogo Receptor 2	5	5
D000070818	Discoidin Domain Receptors	6	4
D000070819	Discoidin Domain Receptor 1	7	4
D000070820	Discoidin Domain Receptor 2	7	4
D000070821	Discoidins	4	2
D000070822	Discoidin Domain	8	1
D000070837	Lysine Acetyltransferases	6	1
D000070838	Pharmacy Research	3	2
D000070840	Nuclear Pharmacy	3	1
D000070856	High Fidelity Simulation Training	4	1
D000070857	Walk Test	6	1
D000070876	Tensins	5	2
D000070896	Bankart Lesions	4	2
D000070916	Tenocytes	3	1
D000070918	Synoviocytes	3	1
D000070956	MutL Proteins	4	3
D000070957	MutL Protein Homolog 1	5	3
D000070976	Mismatch Repair Endonuclease PMS2	5	4
D000070996	ATP Binding Cassette Transporter, Subfamily G	6	4
D000070997	ATP Binding Cassette Transporter, Subfamily G, Member 2	7	4
D000070998	ATP Binding Cassette Transporter, Subfamily G, Member 1	7	4
D000071017	Hyperekplexia	3	1
D000071018	ATP Binding Cassette Transporter, Subfamily G, Member 5	3	6
D000071019	ATP Binding Cassette Transporter, Subfamily G, Member 8	3	6
D000071020	Hemochromatosis Protein	6	4
D000071036	Sentinel Lymph Node	4	2
D000071037	Place Cells	4	2
D000071038	Grid Cells	3	2
D000071039	Perirhinal Cortex	9	1
D000071040	Axon Initial Segment	4	4
D000071041	Esophageal Mucosa	4	2
D000071056	Anorectal Malformations	3	2
D000071057	Tardive Dyskinesia	5	3
D000071058	Huntingtin Protein	3	1
D000071059	Phage Therapy	3	1
D000071060	Breast Density	3	2
D000071061	Traditional Pulse Diagnosis	3	1
D000071062	Sutureless Surgical Procedures	3	1
D000071063	Endoglin	5	1
D000071064	Alert Fatigue, Health Personnel	3	6
D000071065	Standing Orders	3	2
D000071066	Patient Reported Outcome Measures	4	7
D000071067	Pneumonia, Necrotizing	4	2
D000071068	Lipocalin-2	5	3
D000071069	Multiple Chronic Conditions	5	1
D000071070	Familial Multiple Lipomatosis	3	3
D000071071	Microaneurysm	4	1
D000071072	Acute Febrile Encephalopathy	4	1
D000071074	Neonatal Sepsis	3	3
D000071075	Small Fiber Neuropathy	4	1
D000071076	Network Meta-Analysis	5	4
D000071077	Surgical Oncology	4	2
D000071078	Stenosis, Pulmonary Vein	3	1
D000071079	Stenosis, Pulmonary Artery	4	1
D000071080	Cortical Excitability	3	2
D000071081	Minimal Clinically Important Difference	6	2
D000071085	Single-Balloon Enteroscopy	6	4
D000071087	Balloon Enteroscopy	5	4
D000071096	ADAMTS Proteins	5	4
D000071097	ADAMTS1 Protein	6	4
D000071116	ADAMTS5 Protein	6	4
D000071117	Laboratory Critical Values	3	2
D000071118	ADAMTS7 Protein	6	4
D000071119	ADAMTS9 Protein	6	4
D000071120	ADAMTS13 Protein	6	4
D000071121	ADAMTS4 Protein	6	4
D000071137	Poly (ADP-Ribose) Polymerase-1	8	1
